Petraitis;Vilniaus 45;1;12;Lamas;1.2
Vaitkus;Gynėjų 7;1;12;Lamas;1.2
Gedvila;Radvilu 8;3;9;Naujienos;1.2
Sabonis;Sv. Ignoto 9;5;5;Mokslincius;3.9
Urbonavicius;Didzioji 5;4;7;Majoras;3.6
Jankauskas;Ukmerges 4;2;11;Suras;2.2
Zemaitis;Kauno 7;1;12;Lamas;1.2
Kazlauskas;Radvilu 6;3;10;Naujienos;1.2
Petrauskas;Pylimo 5;1;12;Mokslincius;3.9
Sadauskas;Gynėjų 8;5;5;Majoras;3.6
Butkevicius;Sv. Ignoto 7;2;11;Suras;2.2
Grigas;Pamenkalnio 4;1;12;Lamas;1.2
Jonaitis;Didzioji 6;4;7;Naujienos;1.2
Mikalauskas;Sv. Ignoto 5;3;10;Mokslincius;3.9
Stankevicius;Ukmerges 4;1;12;Majoras;3.6
Sidlauskas;Kauno 7;5;5;Lamas;2.2
Petrauskas;Gedimino 8;2;11;Naujienos;1.2
Vaitkus;Ryto 9;3;9;Suras;1.2
Gedvila;Sv. Ignoto 5;4;7;Mokslincius;3.9
Sabonis;Pamenkalnio 4;2;11;Majoras;3.6
Urbonavicius;Vilniaus 7;1;12;Lamas;2.2
Jankauskas;Sv. Ignoto 6;3;10;Naujienos;1.2
Zemaitis;Kauno 8;1;12;Mokslincius;1.2
Kazlauskas;Gynėjų 9;2;11;Lamas;3.9
Petrauskas;Didzioji 7;4;7;Suras;3.6
Sadauskas;Radvilu 4;5;5;Majoras;2.2
Butkevicius;Ryto 5;1;12;Naujienos;1.2
Grigas;Kauno 6;2;11;Mokslincius;3.9
Jonaitis;Pylimo 7;3;10;Lamas;3.6
Mikalauskas;Sv. Ignoto 4;1;12;Suras;2.2
Stankevicius;Gedimino 5;4;7;Naujienos;1.2
Sidlauskas;Sv. Ignoto 6;2;11;Majoras;1.2
Petrauskas;Kauno 7;1;12;Lamas;3.9
Vaitkus;Radvilu 8;5;5;Suras;3.6
Gedvila;Pamenkalnio 5;3;10;Naujienos;2.2
Sabonis;Gynėjų 4;1;12;Mokslincius;1.2
Urbonavicius;Vilniaus 7;2;11;Lamas;3.9
Jankauskas;Ryto 6;4;7;Majoras;3.6
Zemaitis;Sv. Ignoto 5;1;12;Suras;2.2
Kazlauskas;Kauno 4;3;10;Naujienos;1.2
Petrauskas;Pylimo 5;1;12;Mokslincius;3.9
Sadauskas;Gynėjų 6;4;7;Lamas;3.6
Butkevicius;Sv. Ignoto 7;2;11;Suras;2.2
Grigas;Radvilu 8;1;12;Majoras;1.2
Jonaitis;Kauno 7;3;10;Naujienos;3.9
Mikalauskas;Sv. Ignoto 6;2;11;Mokslincius;3.6
Stankevicius;Ukmerges 5;1;12;Lamas;2.2
Sidlauskas;Pamenkalnio 4;3;10;Naujienos;1.2
Petrauskas;Didzioji 5;4;7;Majoras;3.9
Vaitkus;Gedimino 6;1;12;Suras;3.6
Gedvila;Radvilu 7;2;11;Lamas;2.2
Sabonis;Gynėjų 8;3;9;Naujienos;1.2
Urbonavicius;Kauno 9;4;7;Mokslincius;3.9
Jankauskas;Sv. Ignoto 5;1;12;Majoras;3.6
Zemaitis;Ryto 6;2;11;Suras;2.2
Kazlauskas;Kauno 7;3;10;Lamas;1.2
Petrauskas;Pylimo 8;1;12;Naujienos;3.9
Sadauskas;Sv. Ignoto 9;4;7;Mokslincius;3.6
Butkevicius;Gynėjų 7;2;11;Majoras;2.2
Grigas;Didzioji 6;1;12;Suras;1.2
Jonaitis;Sv. Ignoto 7;3;10;Lamas;3.9
Mikalauskas;Gedimino 8;4;7;Naujienos;3.6
Stankevicius;Pamenkalnio 5;1;12;Suras;2.2
Sidlauskas;Radvilu 6;2;11;Lamas;1.2
Petrauskas;Kauno 7;3;10;Naujienos;3.9
Vaitkus;Sv. Ignoto 8;4;7;Majoras;3.6
Gedvila;Sv. Ignoto 9;1;12;Suras;2.2
Sabonis;Pylimo 6;2;11;Lamas;1.2
Urbonavicius;Gynėjų 7;3;10;Naujienos;3.9
Jankauskas;Ryto 8;4;7;Mokslincius;3.6
Zemaitis;Sv. Ignoto 9;1;12;Majoras;2.2
Kazlauskas;Kauno 7;3;10;Suras;1.2
Petrauskas;Gedimino 8;2;11;Lamas;3.9
Sadauskas;Sv. Ignoto 7;4;7;Naujienos;3.6
Butkevicius;Gynėjų 6;1;12;Suras;2.2
Grigas;Kauno 5;3;10;Lamas;1.2
Jonaitis;Pamenkalnio 8;4;7;Naujienos;3.9
Mikalauskas;Didzioji 9;2;11;Majoras;3.6
Stankevicius;Radvilu 6;1;12;Suras;2.2
Sidlauskas;Sv. Ignoto 7;4;7;Lamas;1.2
Petrauskas;Kauno 8;3;10;Naujienos;3.9
Vaitkus;Ukmerges 9;2;11;Mokslincius;3.6
Gedvila;Gedimino 7;1;12;Suras;2.2
Sabonis;Sv. Ignoto 8;3;10;Lamas;1.2
Urbonavicius;Pylimo 9;4;7;Naujienos;3.9
Jankauskas;Gynėjų 7;1;12;Majoras;3.6
Zemaitis;Ryto 6;2;11;Suras;2.2
Kazlauskas;Kauno 7;3;10;Lamas;1.2
Petrauskas;Gedimino 8;1;12;Naujienos;3.9
Sadauskas;Sv. Ignoto 9;2;11;Mokslincius;3.6
Butkevicius;Ukmerges 7;3;10;Majoras;2.2
Grigas;Didzioji 6;1;12;Suras;1.2
Jonaitis;Gynėjų 8;4;7;Lamas;3.9
Mikalauskas;Pamenkalnio 9;2;11;Naujienos;3.6
Stankevicius;Sv. Ignoto 7;1;12;Suras;2.2
Sidlauskas;Kauno 6;3;10;Lamas;1.2
Petrauskas;Radvilu 8;1;12;Naujienos;3.9
Vaitkus;Sv. Ignoto 9;2;11;Mokslincius;3.6
Gedvila;Kauno 7;3;10;Majoras;2.2
Sabonis;Sv. Ignoto 8;1;12;Suras;1.2
Urbonavicius;Gynėjų 9;4;7;Lamas;3.9
Jankauskas;Pylimo 7;2;11;Naujienos;3.6
Zemaitis;Ryto 8;1;12;Suras;2.2
Kazlauskas;Gedimino 9;2;11;Majoras;1.2
Petrauskas;Sv. Ignoto 7;3;10;Lamas;3.9
Sadauskas;Kauno 6;1;12;Naujienos;3.6
Butkevicius;Radvilu 7;4;7;Mokslincius;2.2
Grigas;Sv. Ignoto 8;2;11;Suras;1.2
Jonaitis;Pamenkalnio 9;3;10;Majoras;3.9
Mikalauskas;Gynėjų 7;1;12;Lamas;3.6
Stankevicius;Didzioji 6;2;11;Naujienos;2.2
Sidlauskas;Sv. Ignoto 7;1;12;Suras;1.2
Petrauskas;Kauno 8;3;10;Mokslincius;3.9
Vaitkus;Ukmerges 9;2;11;Majoras;3.6
Gedvila;Gedimino 7;1;12;Suras;2.2
Sabonis;Sv. Ignoto 8;4;7;Lamas;1.2
Urbonavicius;Pylimo 9;2;11;Naujienos;3.9
Jankauskas;Sv. Ignoto 7;1;12;Suras;3.6
Zemaitis;Kauno 6;2;11;Majoras;2.2
Kazlauskas;Radvilu 8;3;10;Lamas;1.2
Petrauskas;Sv. Ignoto 9;1;12;Naujienos;3.9
Sadauskas;Gynėjų 7;4;7;Mokslincius;3.6
Butkevicius;Ryto 8;2;11;Suras;2.2
Grigas;Didzioji 9;1;12;Majoras;1.2
Jonaitis;Gynėjų 7;3;10;Lamas;3.9
Mikalauskas;Pamenkalnio 6;2;11;Naujienos;3.6
Stankevicius;Sv. Ignoto 7;1;12;Suras;2.2
Sidlauskas;Kauno 8;3;10;Mokslincius;1.2
Petrauskas;Radvilu 9;2;11;Majoras;3.9
Vaitkus;Sv. Ignoto 7;1;12;Lamas;3.6
Gedvila;Kauno 6;2;11;Naujienos;2.2
Sabonis;Sv. Ignoto 8;3;10;Suras;1.2
Urbonavicius;Pylimo 9;1;12;Mokslincius;3.9
Jankauskas;Sv. Ignoto 7;4;7;Majoras;3.6
Zemaitis;Gedimino 8;2;11;Lamas;2.2
Kazlauskas;Didzioji 9;1;12;Naujienos;1.2
Petrauskas;Sv. Ignoto 7;3;10;Mokslincius;3.9
Sadauskas;Kauno 6;2;11;Lamas;3.6
Butkevicius;Radvilu 7;1;12;Suras;2.2
Grigas;Sv. Ignoto 8;3;10;Naujienos;1.2
Jonaitis;Pamenkalnio 9;2;11;Majoras;3.9
Mikalauskas;Kauno 7;1;12;Lamas;3.6
Stankevicius;Ryto 8;3;10;Suras;2.2
Sidlauskas;Gynėjų 9;1;12;Mokslincius;1.2
Petrauskas;Didzioji 7;2;11;Majoras;3.9
Vaitkus;Sv. Ignoto 8;3;10;Lamas;3.6
Gedvila;Pamenkalnio 6;1;12;Naujienos;2.2
Sabonis;Sv. Ignoto 7;2;11;Suras;1.2
Urbonavicius;Kauno 8;1;12;Lamas;3.9
Jankauskas;Gynėjų 9;3;10;Mokslincius;3.6
Zemaitis;Radvilu 7;2;11;Majoras;2.2
Kazlauskas;Sv. Ignoto 8;1;12;Naujienos;1.2
Petrauskas;Pylimo 9;3;9;Lamas;3.9
Sadauskas;Sv. Ignoto 7;1;12;Suras;2.2
Butkevicius;Kauno 8;2;11;Mokslincius;1.2
Grigas;Gedimino 9;1;12;Majoras;3.6
Jonaitis;Sv. Ignoto 7;3;10;Naujienos;2.2
Mikalauskas;Ukmerges 8;1;12;Lamas;3.9
Stankevicius;Ryto 9;2;11;Suras;1.2
Sidlauskas;Didzioji 7;3;10;Majoras;2.2
Petrauskas;Sv. Ignoto 8;1;12;Naujienos;1.2
Vaitkus;Gynėjų 9;3;10;Mokslincius;3.6
Gedvila;Kauno 8;1;12;Lamas;3.9
Sabonis;Radvilu 9;2;11;Suras;2.2
Urbonavicius;Sv. Ignoto 7;3;10;Naujienos;1.2
Jankauskas;Kauno 8;1;12;Majoras;3.6
Zemaitis;Pylimo 9;2;11;Lamas;2.2
Kazlauskas;Sv. Ignoto 7;3;10;Naujienos;1.2
Petrauskas;Gynėjų 8;1;12;Suras;3.6
Sadauskas;Didzioji 9;2;11;Mokslincius;3.6
Butkevicius;Sv. Ignoto 7;3;10;Majoras;2.2
Grigas;Radvilu 8;1;12;Lamas;1.2
Jonaitis;Kauno 9;2;11;Naujienos;3.6
Mikalauskas;Pamenkalnio 7;3;10;Lamas;3.6
Stankevicius;Sv. Ignoto 8;1;12;Suras;2.2
Sidlauskas;Gynėjų 9;2;11;Majoras;1.2
Petrauskas;Ukmerges 8;3;10;Naujienos;3.6
Vaitkus;Ryto 9;1;12;Mokslincius;3.6
Gedvila;Sv. Ignoto 7;2;11;Lamas;2.2
Sabonis;Radvilu 8;1;12;Majoras;1.2
Urbonavicius;Pylimo 9;2;11;Suras;3.6
Jankauskas;Gynėjų 8;3;10;Naujienos;3.6
Zemaitis;Sv. Ignoto 7;1;12;Lamas;2.2
Kazlauskas;Didzioji 9;2;11;Suras;1.2
Petrauskas;Kauno 8;3;10;Majoras;3.6
Sadauskas;Sv. Ignoto 7;1;12;Naujienos;3.6
Butkevicius;Pamenkalnio 9;2;11;Lamas;2.2
Grigas;Radvilu 8;3;10;Suras;1.2
Jonaitis;Sv. Ignoto 7;1;12;Majoras;3.6
Mikalauskas;Kauno 8;2;11;Naujienos;3.6
Stankevicius;Gynėjų 9;3;10;Lamas;2.2
Sidlauskas;Pylimo 7;1;12;Suras;1.2
Petrauskas;Sv. Ignoto 8;2;11;Mokslincius;3.6
Vaitkus;Didzioji 9;1;12;Naujienos;3.6
Gedvila;Radvilu 8;3;10;Majoras;2.2
Sabonis;Ukmerges 7;1;12;Lamas;1.2
Urbonavicius;Sv. Ignoto 8;2;11;Suras;3.6
Jankauskas;Gedimino 9;3;10;Naujienos;3.6
Zemaitis;Sv. Ignoto 7;2;11;Mokslincius;2.2
Kazlauskas;Pamenkalnio 8;1;12;Lamas;3.6
Petrauskas;Kauno 9;2;11;Majoras;1.2
Sadauskas;Sv. Ignoto 7;3;10;Naujienos;3.6
Butkevicius;Radvilu 8;1;12;Suras;2.2
Grigas;Gynėjų 9;2;11;Lamas;1.2
Jonaitis;Didzioji 9;3;10;Naujienos;3.6
Mikalauskas;Sv. Ignoto 8;1;12;Mokslincius;3.6
Stankevicius;Pylimo 9;2;11;Majoras;2.2
Sidlauskas;Sv. Ignoto 7;3;10;Lamas;1.2
Petrauskas;Kauno 8;1;12;Naujienos;3.6
Vaitkus;Radvilu 9;2;11;Suras;3.6
Gedvila;Sv. Ignoto 7;1;12;Lamas;2.2
Sabonis;Gynėjų 8;3;10;Naujienos;2.2
Urbonavicius;Didzioji 9;1;12;Majoras;3.6
Jankauskas;Sv. Ignoto 8;2;11;Mokslincius;3.6
Zemaitis;Pamenkalnio 7;3;10;Suras;2.2
Kazlauskas;Sv. Ignoto 8;1;12;Lamas;2.2
Petrauskas;Kauno 9;3;10;Naujienos;3.6
Sadauskas;Gedimino 8;2;11;Majoras;2.2
Butkevicius;Sv. Ignoto 7;1;12;Suras;1.2
Grigas;Pamenkalnio 9;3;10;Lamas;3.6
Jonaitis;Radvilu 8;2;11;Naujienos;3.6
Mikalauskas;Sv. Ignoto 7;3;10;Mokslincius;2.2
Stankevicius;Kauno 8;1;12;Majoras;3.6
Sidlauskas;Ryto 9;2;11;Suras;2.2
Petrauskas;Sv. Ignoto 7;3;10;Lamas;1.2
Vaitkus;Gynėjų 8;1;12;Naujienos;2.2
Gedvila;Didzioji 9;2;11;Majoras;2.2
Sabonis;Sv. Ignoto 8;3;10;Suras;1.2
Urbonavicius;Kauno 7;1;12;Lamas;3.6
Jankauskas;Radvilu 8;2;11;Naujienos;2.2
Zemaitis;Pamenkalnio 9;3;10;Mokslincius;3.6
Kazlauskas;Sv. Ignoto 7;1;12;Majoras;2.2
Petrauskas;Gedimino 8;2;11;Lamas;2.2
Sadauskas;Kauno 9;3;10;Naujienos;3.6
Butkevicius;Sv. Ignoto 7;1;12;Suras;3.6
Grigas;Gynėjų 8;2;11;Majoras;1.2
Jonaitis;Didzioji 9;3;10;Lamas;2.2
Mikalauskas;Sv. Ignoto 7;3;10;Naujienos;1.2
Stankevicius;Radvilu 8;1;12;Mokslincius;3.6
Sidlauskas;Kauno 9;2;11;Suras;3.6
Petrauskas;Sv. Ignoto 7;1;12;Majoras;2.2
Vaitkus;Pamenkalnio 8;3;10;Lamas;2.2
Gedvila;Sv. Ignoto 9;2;11;Naujienos;3.6
Sabonis;Ryto 7;1;12;Suras;3.6
Urbonavicius;Sv. Ignoto 8;2;11;Mokslincius;2.2
Jankauskas;Gedimino 9;1;12;Majoras;1.2
Zemaitis;Sv. Ignoto 7;3;10;Lamas;2.2
Kazlauskas;Kauno 8;1;12;Naujienos;3.6
Petrauskas;Radvilu 9;2;11;Suras;3.6
Sadauskas;Pamenkalnio 7;1;12;Lamas;2.2
Butkevicius;Sv. Ignoto 8;3;10;Naujienos;1.2
Grigas;Gynėjų 9;1;12;Majoras;2.2
Jonaitis;Didzioji 7;2;11;Suras;2.2
Mikalauskas;Sv. Ignoto 8;1;12;Lamas;3.6
Stankevicius;Kauno 9;3;10;Mokslincius;2.2
Sidlauskas;Radvilu 7;1;12;Majoras;1.2
Petrauskas;Sv. Ignoto 8;2;11;Lamas;2.2
Vaitkus;Pamenkalnio 9;3;10;Naujienos;3.6
Gedvila;Sv. Ignoto 7;1;12;Suras;3.6
Sabonis;Gedimino 8;2;11;Lamas;2.2
Urbonavicius;Sv. Ignoto 9;1;12;Naujienos;1.2
Jankauskas;Kauno 7;3;10;Majoras;3.6
Zemaitis;Radvilu 8;2;11;Suras;2.2
Kazlauskas;Sv. Ignoto 9;1;12;Lamas;2.2
Petrauskas;Gynėjų 7;3;10;Naujienos;3.6
Sadauskas;Didzioji 8;2;11;Mokslincius;2.2
Butkevicius;Sv. Ignoto 9;1;12;Majoras;1.2
Grigas;Kauno 7;3;10;Lamas;2.2
Jonaitis;Pamenkalnio 8;2;11;Naujienos;3.6
Mikalauskas;Sv. Ignoto 9;1;12;Suras;3.6
Stankevicius;Radvilu 7;3;10;Lamas;2.2
Sidlauskas;Gedimino 8;1;12;Majoras;1.2
Petrauskas;Sv. Ignoto 9;2;11;Naujienos;2.2
Vaitkus;Kauno 7;1;12;Lamas;2.2
Gedvila;Ryto 8;3;10;Suras;1.2
